Time Step,Cumulative Mean Error
0,3.8233991701317977e-26
1,1.7039113276752657e-06
2,5.567140746492561e-06
3,1.1427644764613906e-05
4,1.9096740803789058e-05
5,2.8374916811034354e-05
6,3.906725298426782e-05
7,5.0995743686021804e-05
8,6.400753388636842e-05
9,7.797923547429739e-05
10,9.281810750367751e-05
11,0.00010846110178605703
12,0.00012487273701074962
13,0.00014204259410352312
14,0.00015998301113251306
15,0.00017872735212733318
16,0.00019832905829549974
17,0.0002188615715294536
18,0.0002404191469865766
19,0.00026311853666514083
20,0.0002871015202961526
21,0.000312538275003428
22,0.0003396316040824469
23,0.00036862208289865087
24,0.0003997942231861171
25,0.0004334838044693774
26,0.00047008657282103446
27,0.0005100685636357006
28,0.0005539783682874473
29,0.0006024617368545503
30,0.0006562789935223072
31,0.0007163258413739868
32,0.000783658253241413
33,0.0008595222900451804
34,0.0009453898634710596
35,0.0010430016728792345
36,0.00115441880542236
37,0.0012820848035539176
38,0.001428900387651773
39,0.0015983134881087213
40,0.0017944278087662642
41,0.0020221338334388134
42,0.0022872670252598276
43,0.0025967989854605573
44,0.0029590685705295776
45,0.003384061457552737
46,0.0038837484470596677
47,0.004472494958469365
48,0.005167556769940998
49,0.005989680152730689
50,0.006963828223591216
51,0.008120059658369165
52,0.00949459093428588
53,0.011131079027111924
54,0.013082167958027606
55,0.015411349640938033
56,0.018195196847389187
57,0.021526033249266444
58,0.02551511149996309
59,0.03029637366305038
60,0.03603086661920771
61,0.04291187475374772
62,0.05117080787992238
63,0.0610838362521373
64,0.07297918587604753
65,0.08724488163008405
66,0.10433653449857856
67,0.1247844906567609
68,0.1491992717322895
69,0.17827372042979645
70,0.21277962513891605
71,0.2535558723532502
72,0.30148448118319593
73,0.35745044192920716
74,0.4222815045822584
75,0.4966655158308633
76,0.5810462674982582
77,0.6755046506566537
78,0.7796401504553508
79,0.8924769860947164
80,1.0124261494806732
81,1.1373340189657999
82,1.2646348502604707
83,1.3915967694007854
84,1.5156155192350658
85,1.6344827952377867
86,1.746554755861456
87,1.8507791316854343
88,1.9465939359887015
89,2.0337585779765908
90,2.1121932774336467
91,2.1818804036504305
92,2.2428400698676523
93,2.295157578044665
94,2.339027012786822
95,2.374781980503617
96,2.4029002600315357
97,2.423983436490515
98,2.438720432916118
99,2.447845394159552
100,2.452098152851386
101,2.452192080746781
102,2.4487910841997174
103,2.442495439372714
104,2.4338350711982293
105,2.4232685024909517
106,2.4111857504461454
107,2.3979137052368293
108,2.3837228477452013
109,2.3688344736693456
110,2.3534278553460224
111,2.337646981303519
112,2.321606669758478
113,2.3053979639095994
114,2.2890927929880185
115,2.272747931981332
116,2.256408321850109
117,2.240109826591165
118,2.223881508080352
119,2.207747497563616
120,2.1917285363732484
