Time,Truth,Reconstruction
2.24,23.565596819873306,22.84264960465882
2.25,22.93462527134146,22.489562524540595
2.2600000000000002,22.32281562985917,22.20605887509263
2.27,21.72918073685986,21.973551664815673
2.2800000000000002,21.152844680281884,21.76551872697251
2.29,20.593031867372602,21.54996557270199
2.3000000000000003,20.049054739551334,21.292845396493856
2.31,19.520301611105772,20.961950528543944
2.32,19.006225483001497,20.530707810232165
2.33,18.506334258411314,19.98132647158783
2.34,18.020182513886446,19.306857177120463
2.35,17.547364816053197,18.51190333584858
2.36,17.08751048484568,17.611945810595977
2.37,16.640279665594814,16.631459084587362
2.38,16.205360565786464,15.601172040044379
2.39,15.782467725438437,14.55493038815801
2.4,15.371341214451851,13.526635636006104
2.41,14.971746680660107,12.547669269201261
2.42,14.583476205528884,11.645078321889972
2.43,14.206349959001429,10.840629183986398
2.44,13.840218680361856,10.1506654149798
2.45,13.48496704844413,9.586566068432997
2.46,13.14051804279104,9.155519118454873
2.47,12.806838438535687,8.861312723681934
2.48,12.483945623152058,8.704903006185054
2.49,12.171915974299475,8.684624442960555
2.5,11.87089509636559,8.796041202098044
2.5100000000000002,11.581110280729039,9.031563545498722
2.52,11.302885632909142,9.380043526875143
2.5300000000000002,11.03666040028356,9.826597565784063
2.54,10.783011138284829,10.352871610075836
2.5500000000000003,10.5426784716606,10.937873489986126
2.56,10.316599340159245,11.559366001313677
2.57,10.105945762638235,12.195671916100782
2.58,9.91217130482402,12.827620686679365
2.59,9.737066583576013,13.440295030323364
2.6,9.58282526698208,14.024233366137562
2.61,9.452122106099825,14.575816871194176
2.62,9.348204515351782,15.096707801463577
2.63,9.27499903539065,15.592384577320779
2.64,9.237233562138645,16.070004978716245
2.65,9.240575360409476,16.53598419731389
2.66,9.29178339145141,16.993765907015213
2.67,9.398871087363863,17.442269115823983
2.68,9.57127202958929,17.87540421955173
2.69,9.819995576217956,18.282879044731544
2.7,10.157751814054413,18.652286903380098
2.71,10.599014787895396,18.972222949045086
