0,1,2
-7.3770704,-13.174326,13.260625
-7.97542,-14.142959,13.946548
-8.609917,-15.127774,14.7776
-9.277804,-16.110231,15.767874
-9.974566,-17.066376,16.929638
-10.69356,-17.966438,18.271751
-11.425653,-18.774864,19.79769
-12.158952,-19.450993,21.50327
0.22969228,1.4386863,19.326351
0.3452001,1.450039,18.821903
0.45136088,1.473076,18.332376
0.5501799,1.507881,17.857347
0.64348096,1.5545715,17.396471
0.7329283,1.6133232,16.949457
0.8200478,1.684389,16.516083
0.90624887,1.7681148,16.09618
0.9928447,1.8649527,15.689642
1.081072,1.9754714,15.296429
1.17211,2.1003666,14.916567
1.2670983,2.2404687,14.550165
1.3671542,2.3967516,14.197417
1.4733884,2.5703394,13.858622
1.5869206,2.7625139,13.534193
1.7088934,2.9747207,13.224686
1.8404868,3.2085755,12.930814
1.9829305,3.465868,12.653486
2.1375163,3.7485647,12.393831
2.3056083,4.058809,12.153248
2.4886534,4.3989162,11.933447
2.688189,4.7713633,11.736506
2.9058495,5.1787705,11.564944
3.1433678,5.6238694,11.421786
3.4025764,6.10946,11.3106575
3.6854005,6.6383405,11.235875
3.993844,7.213218,11.202561
4.329969,7.8365793,11.216752
4.6958604,8.510518,11.285519
5.093576,9.236508,11.417085
5.525076,10.015117,11.620918
5.9921303,10.845624,11.907805
6.496191,11.725573,12.289855
7.0382323,12.650205,12.780417
7.6185455,13.611818,13.39386
8.236489,14.599039,14.145159
8.890194,15.596058,15.049219
9.576217,16.5819,16.119884
10.289174,17.529846,17.368555
11.021359,18.407171,18.802391
11.762406,19.175394,20.422152
12.499028,19.791315,22.219786
13.214944,20.209038,24.176035
13.891046,20.383135,26.25848
14.505914,20.272926,28.42056
15.036727,19.847542,30.60215
15.4605875,19.091124,32.73219
15.756173,18.007223,34.733517
15.905583,16.621311,36.529575
15.896106,14.980517,38.05211
15.7216425,13.150186,39.248455
15.383533,11.2076235,40.087074
14.890602,9.234095,40.560074
14.258426,7.306585,40.682373
13.507925,5.490843,40.487877
12.663549,3.8367872,40.023647
11.751318,2.3766618,39.343426
10.797007,1.1256903,38.501667
9.824659,0.08453573,37.54893
8.855524,-0.7572858,36.528896
7.9074397,-1.4177903,35.476986
6.994602,-1.9192525,34.42024
6.1276407,-2.285562,33.378048
5.313902,-2.5402982,32.36334
4.5578575,-2.7054713,31.383904
3.8615668,-2.8008106,30.443707
3.2251384,-2.84346,29.543991
2.6471665,-2.8479533,28.68421
2.1251166,-2.8263605,27.862713
1.6556566,-2.7885318,27.07727
1.2349298,-2.742379,26.325422
0.85877603,-2.694166,25.604713
0.52290314,-2.6487825,24.912827
0.2230185,-2.6099958,24.247671
-0.045075376,-2.5806704,23.607407
-0.28541318,-2.5629585,22.990452
-0.5018228,-2.5584645,22.395473
-0.69789964,-2.5683794,21.821373
-0.87699485,-2.593596,21.267252
-1.0422152,-2.6348028,20.732405
-1.1964307,-2.6925602,20.216291
-1.3422878,-2.7673647,19.718527
-1.4822274,-2.859698,19.23887
-1.6185049,-2.9700677,18.777216
-1.7532121,-3.0990403,18.333593
-1.8882993,-3.2472644,17.908169
-2.025598,-3.4154918,17.501255
-2.166842,-3.6045885,17.11332
-2.313689,-3.815546,16.744999
-2.467739,-4.049484,16.397123
-2.6305532,-4.307651,16.070734
-2.8036685,-4.591419,15.76712
-2.988612,-4.9022737,15.48785
-3.186911,-5.241793,15.234808
-3.4001024,-5.6116257,15.010245
-3.6297343,-6.013451,14.816827
-3.8773675,-6.4489293,14.657689
-4.144569,-6.9196362,14.536497
-4.432898,-7.4269733,14.457511
-4.743887,-7.972058,14.425642
-5.0790095,-8.555578,14.446511
-5.4396358,-9.177618,14.526492
-5.826976,-9.837436,14.672736
-6.242004,-10.533202,14.893159
-6.685363,-11.261688,15.196381
-7.1572447,-12.017915,15.591595
-7.6572485,-12.794757,16.088337
-8.184215,-13.582539,16.69613
-8.736032,-14.368636,17.423975
-9.309432,-15.137139,18.27966
-9.899777,-15.868655,19.268866
-10.500855,-16.540308,20.394093
-11.104713,-17.126081,21.653423
-11.701553,-17.597569,23.039223
-12.279741,-17.925245,24.536922
-12.825961,-18.080317,26.124079
-13.325548,-18.037046,27.769976
-13.763043,-17.775465,29.436
-14.12295,-17.284124,31.077024
-14.390663,-16.562477,32.643845
-14.553516,-15.622442,34.08656
-14.601801,-14.488699,35.358543
-14.529656,-13.197499,36.420475
-14.335687,-11.794004,37.243744
-14.023208,-10.328495,37.812717
-13.600076,-8.852032,38.125423
-13.078127,-7.412255,38.192677
-12.472293,-6.0499434,38.03584
-11.799538,-4.796747,37.68375
-11.077736,-3.674228,37.16937
-10.324634,-2.6940994,36.52663
-9.556968,-1.8593669,35.78793
-8.789812,-1.1660068,34.982353
-8.036163,-0.60484517,34.134666
-7.3067303,-0.16336142,33.26498
-6.6099133,0.17274724,32.388897
-5.951919,0.41832504,31.517975
-5.336962,0.58785015,30.66035
-4.7675214,0.6948295,29.821411
-4.2446165,0.75144243,29.004417
-3.7680836,0.768374,28.211073
-3.3368306,0.7547846,27.441977
-2.9490697,0.7183681,26.69699
-2.6025174,0.6654656,25.975512
-2.2945638,0.60120636,25.276674
-2.0224118,0.52965957,24.599491
-1.7831886,0.45398453,23.942938
-1.5740322,0.3765719,23.306019
-1.3921574,0.2991724,22.687796
-1.2349039,0.22301103,22.087399
-1.0997691,0.14888631,21.504044
-0.98442984,0.0772552,20.937016
-0.886754,0.008304578,20.385677
-0.80480534,-0.057989363,19.84945
-0.73684233,-0.12181257,19.327808
-0.681313,-0.18347402,18.820276
-0.63684714,-0.24337481,18.326422
-0.60224676,-0.30198413,17.845839
-0.5764747,-0.35982132,17.37816
-0.5586443,-0.41744277,16.923042
-0.5480071,-0.47543293,16.48016
-0.543943,-0.53439903,16.049213
-0.54594946,-0.5949682,15.629925
-0.55363256,-0.65778744,15.222031
-0.5666984,-0.7235251,14.825289
-0.5849457,-0.7928742,14.439478
-0.6082597,-0.8665572,14.064396
-0.6366071,-0.94533134,13.699863
-0.67003167,-1.029996,13.345725
-0.7086515,-1.1214,13.001857
-0.75265676,-1.22045,12.66816
-0.8023092,-1.3281201,12.34458
-0.857942,-1.4454618,12.031096
-0.9199607,-1.5736144,11.727743
-0.98884547,-1.713817,11.43461
-1.0651542,-1.8674204,11.151857
-1.1495258,-2.0358999,10.879722
-1.2426856,-2.2208683,10.618542
-1.3454505,-2.424091,10.368769
-1.4587357,-2.6474981,10.130993
-1.5835614,-2.8931987,9.905972
-1.7210605,-3.1634946,9.694661
-1.8724872,-3.4608905,9.498258
-2.0392246,-3.788104,9.318246
-2.2227936,-4.1480684,9.156455
-2.4248598,-4.543934,9.015133
-2.6472397,-4.979053,8.897023
-2.8919058,-5.4569607,8.805463
-3.1609857,-5.981332,8.744497
-3.4567592,-6.555915,8.719008
-3.7816446,-7.1844335,8.734863
-4.138179,-7.8704443,8.799075
-4.5289793,-8.61714,8.919983
-4.95669,-9.4270735,9.107429
-5.4239006,-10.301798,9.372929
-5.933036,-11.241388,9.729815
-6.4862013,-12.243836,10.193306
-7.084979,-13.304292,10.780476
-7.730168,-14.414158,11.51003
-8.421446,-15.560036,12.401824
-9.156972,-16.72259,13.47601
-9.932904,-17.875414,14.751691
-10.742874,-18.984081,16.244987
-11.577428,-20.005638,17.966446
-12.423524,-20.888882,19.917818
-13.264139,-21.575842,22.088428
-14.078148,-22.004868,24.451553
-14.840579,-22.115541,26.961521
-15.523413,-21.855375,29.552479
-16.097,-21.187624,32.139828
-16.532097,-20.099035,34.625076
-16.802364,-18.605804,36.904175
-16.887056,-16.755909,38.87851
-16.773418,-14.626584,40.46663
-16.458387,-12.316767,41.614246
-15.949207,-9.935766,42.300205
-15.262822,-7.5905337,42.537098
-14.424153,-5.3742185,42.36662
-13.463605,-3.3581648,41.85119
-12.414262,-1.5883577,41.064026
-11.309218,-0.0860483,40.079792
-10.17939,1.148563,38.967342
-9.051958,2.131054,37.785213
-7.949499,2.887233,36.579647
-6.8896923,3.4482257,35.384666
-5.8854756,3.8466465,34.223408
-4.9454904,4.1139455,33.110104
-4.0746894,4.278804,32.05217
-3.2749922,4.366338,31.052174
-2.5459294,4.3978777,30.109432
-1.8852243,4.3911037,29.221294
-1.2892985,4.3603816,28.384068
-0.75369006,4.3171887,27.59366
-0.27339107,4.2705603,26.846008
0.1568886,4.2275085,26.137323
0.5425209,4.193407,25.464235
0.88881207,4.172321,24.823845
1.2008985,4.167287,24.213737
1.4836769,4.1805506,23.631958
1.7417613,4.213757,23.076977
1.9794605,4.2681117,22.547653
2.2007723,4.344504,22.043198
2.409387,4.443611,21.563133
2.608702,4.5659747,21.107275
2.8018382,4.712061,20.675709
2.991662,4.8823066,20.268776
3.180809,5.077146,19.887072
3.3717058,5.2970314,19.531446
3.5665917,5.5424366,19.20301
3.7675395,5.8138537,18.903147
3.976472,6.1117773,18.63353
4.195174,6.436678,18.39614
4.4253044,6.7889624,18.193289
4.6683965,7.1689253,18.027643
4.925858,7.5766835,17.902239
5.198962,8.012095,17.820498
5.488831,8.474663,17.786243
5.7964115,8.96342,17.803686
6.1224394,9.476796,17.877413
6.467396,10.012465,18.012331
6.831452,10.567176,18.213596
7.2144012,11.136574,18.486488
7.6155815,11.715015,18.836239
8.033786,12.29539,19.267794
8.467171,12.86897,19.78551
8.913153,13.425305,20.392761
9.368315,13.952202,21.091488
9.828325,14.435808,21.881662
10.287875,14.860855,22.76073
10.740653,15.21108,23.723034
11.179379,15.46986,24.759306
11.595901,15.621066,25.8563
11.981372,15.650109,26.99663
12.32652,15.545117,28.158932
12.622008,15.298151,29.318405
12.858868,14.906302,30.447765
13.028984,14.372541,31.518578
13.125603,13.706122,32.502914
13.143791,12.922464,33.375114
13.080828,12.042441,34.113506
12.936451,11.09112,34.701824
12.712945,10.096099,35.13015
12.4150505,9.085631,35.395283
12.049702,8.0867815,35.50046
11.625626,7.123819,35.454582
11.1528425,6.2170315,35.27098
10.642126,5.3820186,34.96604
10.104473,4.6294813,34.557793
9.550622,3.9654388,34.0646
8.990655,3.3917565,33.504158
8.433703,2.9068706,32.892715
7.887743,2.5065904,32.244633
7.359501,2.1848853,31.572155
6.8544273,1.9345968,30.885412
6.3767447,1.7480364,30.192547
5.9295344,1.6174563,29.499933
5.51486,1.535399,28.812428
5.1339035,1.4949362,28.133642
4.787105,1.4898171,27.466192
4.474306,1.5145447,26.811922
4.1948767,1.5643979,26.172094
3.947835,1.6354169,25.54755
3.731951,1.7243621,24.938828
3.545836,1.828659,24.346272
3.388018,1.9463357,23.7701
3.2570038,2.0759566,23.21046
3.1513295,2.2165596,22.667477
3.0695992,2.3675966,22.141277
3.0105152,2.528878,21.63202
2.9729013,2.7005246,21.139914
2.9557173,2.8829248,20.66523
2.9580705,3.0766976,20.208323
2.9792223,3.2826602,19.76964
3.0185902,3.5018013,19.349743
3.0757487,3.7352567,18.949316
3.150427,3.9842885,18.569191
3.2425058,4.250264,18.210367
3.3520112,4.5346394,17.874033
3.479109,4.8389344,17.561596
