Time Step,Cumulative Mean Error
0,1.0951915520011644
1,1.0676774575790609
2,1.0403193309043532
3,1.012930732074672
4,0.9852574642669308
5,0.957094955212349
6,0.9283619404593969
7,0.8991386511499588
8,0.8696248022299644
9,0.8400901015285221
10,0.8108167636533511
11,0.7820657021463924
12,0.7540533631597321
13,0.7269458784544354
14,0.7008604767190758
15,0.6758709425173156
16,0.6520158352264318
17,0.629305323880885
18,0.607729498558797
19,0.5872626053696448
20,0.5678680314281254
21,0.549502167316895
22,0.5321169319305451
23,0.5156624301787612
24,0.5000877409817666
25,0.48534256441226975
26,0.4713782287877663
27,0.4581478328472259
28,0.44560686262773097
29,0.43371334188778377
30,0.4224278755788922
31,0.41171369852546696
32,0.40153692121785023
33,0.3918662256695469
34,0.3826732120330051
35,0.3739322990188191
36,0.36562076416802075
37,0.3577188841608892
38,0.35021012035314536
39,0.3430813647736753
40,0.33632306407672946
41,0.32992958352763546
42,0.32389946613247234
43,0.3182362569693194
44,0.3129486351508245
45,0.308051135920565
46,0.3035650352227569
47,0.29951879088623307
48,0.29594928500639817
49,0.29290258491389354
50,0.2904344427884179
51,0.2886119989206418
52,0.2875142573360201
53,0.28723279291715864
54,0.2878727153279603
55,0.2895520014242104
56,0.29240208511516286
57,0.2965663502744524
58,0.3021990934193641
59,0.30946098720035614
60,0.31851482395056785
61,0.32951682426082746
62,0.3426064644543371
63,0.3578911661464891
64,0.37542941614988
65,0.3952132616134276
66,0.41715195094978436
67,0.44105940227692086
68,0.46664612827999574
69,0.493518340954988
70,0.5211834484254941
71,0.5490727813948018
72,0.5765877746267505
73,0.6031710220210343
74,0.6283849668003254
75,0.6519569375504815
76,0.6737702462987927
77,0.6938099021581613
78,0.7121021571431013
79,0.7286792214629322
80,0.7435738816840717
81,0.7568200132785846
82,0.7684543601777505
83,0.7785086678632711
84,0.7870076359312609
85,0.7939739961106422
86,0.7994391447762165
87,0.803454186515462
88,0.8060957287945983
89,0.8074646856114558
90,0.8076804731826971
91,0.8068733484438716
92,0.8051763004850147
93,0.8027181773634942
94,0.7996187518580046
95,0.7959862283198903
96,0.7919157945212485
97,0.7874897596598449
98,0.7827782245862355
99,0.7778403012475035
100,0.7727255562298666
101,0.7674753416906575
102,0.7621241037404092
103,0.7567005611155533
104,0.7512284914905802
105,0.7457277254782798
106,0.7402147465113404
107,0.7347031936775369
108,0.7292044235824159
109,0.7237277535409211
110,0.7182809166373518
111,0.7128702781981241
112,0.7075010453241289
