Time Step,Cumulative Mean Error
0,0.6953011078267538
1,0.6544783687968962
2,0.6160635345478429
3,0.5801168440413034
4,0.5466532209737986
5,0.5156444026676036
6,0.487024988127548
7,0.4607007597299244
8,0.43655616933903507
9,0.41446083356602664
10,0.39419664926401726
11,0.37558278986254945
12,0.3584656801140982
13,0.34270969497562376
14,0.32819215756499986
15,0.31480143714241815
16,0.30243597654684884
17,0.2910037273312515
18,0.28042189439013504
19,0.27061666697291303
20,0.2615229534051932
21,0.253083883792943
22,0.24525058647079212
23,0.23798183566320893
24,0.23124365824906268
25,0.22500907189879607
26,0.21925793428496498
27,0.21397668635691944
28,0.2091582262277898
29,0.2048018941159325
30,0.20091338614481244
31,0.1975047527898983
32,0.19459422401130486
33,0.19220625906271427
34,0.19037119849331885
35,0.189124996205552
36,0.18850850558080604
37,0.1885665731920458
38,0.1893466453064289
39,0.19089678666352436
40,0.1932629096748646
41,0.1964853510287604
42,0.20059441087888316
43,0.2056051253133294
44,0.21151131758819883
45,0.21827966504822982
46,0.22584453687148132
47,0.23410489211009822
48,0.2429238924184138
49,0.2521331950950812
50,0.26154106504235713
51,0.270944463615408
52,0.2801431770525563
53,0.288955132345953
54,0.29723054282732925
55,0.30486288784318955
56,0.31179446078630924
57,0.3180149165132622
58,0.3235527752467561
59,0.32846189708473
60,0.3328061192619602
61,0.33664559495228935
62,0.3400276212585223
63,0.3429827264766213
64,0.3455257011376325
65,0.34765996250748005
66,0.3493833551642204
67,0.35069340126094384
68,0.3515913192580026
69,0.35208431401214335
70,0.35218635635961637
71,0.35191780344228274
72,0.35130443205637696
73,0.3503758710875009
74,0.34916408249568737
75,0.34770198635692795
76,0.34602214700963774
77,0.34415585496425855
78,0.34213236843930095
79,0.33997845976962193
80,0.33771816476072186
81,0.33537272281510117
82,0.3329605814863169
83,0.33049763536912663
84,0.3279973808584518
85,0.3254712464263184
86,0.322928858625015
87,0.3203783130537254
88,0.31782643998558063
89,0.31527907881357625
90,0.31274125461175656
91,0.31021744007101393
92,0.30771170550094257
93,0.30522790439899655
94,0.30276980320120866
95,0.30034126305015124
96,0.2979463788179339
97,0.2955896303400549
98,0.2932760358261659
99,0.29101132043743627
100,0.28880211162729896
101,0.28665615414157425
102,0.28458251091507697
103,0.2825918569891379
104,0.2806967267123561
105,0.27891186638716675
106,0.27725455051714254
107,0.27574501777628435
108,0.2744068272921968
109,0.2732672920789953
110,0.27235790887771777
111,0.27171468105959107
112,0.27137846558319806
113,0.2713950650892781
114,0.2718151325391852
115,0.27269370635203566
116,0.27408922652050316
117,0.2760619095120061
118,0.2786711201492807
119,0.28197177205602986
120,0.2860094248997194
121,0.2908141666063971
122,0.2963936322374075
123,0.3027263734591187
124,0.3097565204322509
125,0.31739183329888127
126,0.32550615015072143
127,0.3339462264811882
128,0.34254186253263175
129,0.3511182809182353
130,0.35950991554934186
131,0.36757417556170074
132,0.3752029921829459
133,0.3823293032973431
134,0.38892549344951494
135,0.3949950055203203
136,0.4005592414172421
137,0.4056437678242165
138,0.410267868501485
139,0.41443998321174885
140,0.41815899964913517
141,0.42141913339695847
142,0.42421557381867603
143,0.4265485088744118
144,0.42842550689002545
145,0.42986231096641603
146,0.43088208338422074
147,0.43151378219672637
148,0.4317903366435088
149,0.43174696624962183
150,0.4314195392430605
151,0.4308422304360562
152,0.430047414498318
153,0.4290651716795066
154,0.4279228768213679
155,0.42664500409360373
156,0.4252531432483156
157,0.42376604853007044
158,0.42219984030158614
159,0.4205682275474965
160,0.418882792165888
161,0.41715324343309457
162,0.41538769996725144
163,0.41359294409939673
164,0.4117746347989215
165,0.40993750655894057
166,0.40808556464481216
167,0.40622220909678464
168,0.4043503435921405
169,0.40247250205424645
170,0.4005909104999653
171,0.3987075558564609
172,0.3968242514031908
173,0.3949426976718316
174,0.39306452742889747
175,0.3911913421741412
176,0.3893247063404019
177,0.3874661643408641
178,0.38561729257780536
179,0.3837798189324112
180,0.3819557218193248
181,0.3801473113078915
182,0.37835728569869675
183,0.37658882030299484
184,0.3748456500532784
185,0.3731321912808145
186,0.37145368314459754
187,0.36981635197299645
188,0.3682276304869491
189,0.3666963809992594
190,0.3652331938459176
191,0.36385070565670447
192,0.36256398174535026
193,0.3613909550203941
194,0.3603529403305577
195,0.35947531738413596
196,0.35878830695874725
197,0.3583277456598857
198,0.35813554642808076
199,0.358260196365654
200,0.3587568380229083
201,0.35968669292854205
202,0.36111612266376203
203,0.36311527294532725
204,0.365756071390103
205,0.36910942714533773
206,0.37324113016568156
207,0.378205620877613
208,0.3840365837415496
209,0.39073284825138505
210,0.3982417377612351
211,0.40649059151566785
212,0.4153454853217314
213,0.4246226717865752
214,0.43411765822045
215,0.44363116930211854
216,0.45296749342653503
217,0.46195491442608355
218,0.470471963175353
219,0.47844705312842495
220,0.4858498465348764
221,0.49267020773367715
222,0.49891155137819476
223,0.5045767737034791
224,0.5096634676543887
225,0.5141661638129413
226,0.5180814073581436
227,0.521412337446182
228,0.5241774828528779
229,0.526399128721619
230,0.5281134305413483
231,0.5293596835782602
232,0.5301795489908866
233,0.5306162635753395
234,0.5307134535990655
